image_id,qtype,fail_stage,detail
image001204,,no_anchor_dish,"food_items=['Bún chả', 'Bún', 'Chả nướng', 'Nước mắm', 'Rau sống']"
image001205,,no_anchor_dish,"food_items=['Bún chả', 'Bún', 'Chả nướng', 'Rau sống', 'Nước chấm']"
image001208,,no_anchor_dish,"food_items=['Bún chả', 'Rau sống', 'Tỏi ớt băm', 'Nước chấm']"
image001219,,no_anchor_dish,"food_items=['Giò tai', 'Ruốc tôm nấu chua', 'Canh cua rau đay mướp', 'Cà muối', 'Nước chấm']"
image001225,allergen_restrictions,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001225,cooking_technique,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001225,dietary_restrictions,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001225,ingredient_category,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001225,dish_classification,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001225,food_pairings,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001225,flavor_profile,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001225,origin_locality,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001225,ingredients,retrieve_empty,anchor_dish=Canh Măng Vịt; top_k=8
image001233,ingredients,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001233,ingredient_category,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001233,dish_classification,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001233,dietary_restrictions,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001233,origin_locality,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001233,flavor_profile,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001233,food_pairings,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001233,allergen_restrictions,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001233,cooking_technique,retrieve_empty,anchor_dish=Thịt Kho Gừng; top_k=8
image001235,ingredients,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001235,allergen_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001235,food_pairings,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001235,ingredient_category,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001235,dietary_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001235,origin_locality,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001235,cooking_technique,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001235,flavor_profile,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001235,dish_classification,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001238,,no_anchor_dish,"food_items=['Tôm luộc nước dừa', 'Sườn que nướng BBQ', 'Tim gà xào ớt chuông', 'Canh bắp cải', 'Kim chi', 'Rau mầm']"
image001242,food_pairings,retrieve_empty,anchor_dish=Cá Hấp Hồng Kông; top_k=8
image001242,allergen_restrictions,retrieve_empty,anchor_dish=Cá Hấp Hồng Kông; top_k=8
image001242,dietary_restrictions,retrieve_empty,anchor_dish=Cá Hấp Hồng Kông; top_k=8
image001242,origin_locality,retrieve_empty,anchor_dish=Cá Hấp Hồng Kông; top_k=8
image001242,cooking_technique,retrieve_empty,anchor_dish=Cá Hấp Hồng Kông; top_k=8
image001242,dish_classification,retrieve_empty,anchor_dish=Cá Hấp Hồng Kông; top_k=8
image001242,flavor_profile,retrieve_empty,anchor_dish=Cá Hấp Hồng Kông; top_k=8
image001242,ingredients,retrieve_empty,anchor_dish=Cá Hấp Hồng Kông; top_k=8
image001242,ingredient_category,retrieve_empty,anchor_dish=Cá Hấp Hồng Kông; top_k=8
image001256,allergen_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001256,ingredients,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001256,flavor_profile,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001256,ingredient_category,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001256,cooking_technique,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001256,dietary_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001256,origin_locality,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001256,dish_classification,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001256,food_pairings,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001308,,no_anchor_dish,"food_items=['Cá kho tộ', 'Cơm trắng', 'Rau sống', 'Nước mắm']"
image001310,dish_classification,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001310,origin_locality,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001310,ingredients,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001310,flavor_profile,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001310,ingredient_category,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001310,dietary_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001310,food_pairings,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001310,allergen_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001310,cooking_technique,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001322,,no_anchor_dish,"food_items=['Canh cua mồng tơi mướp', 'Hoa chuối bào', 'Rau húng quế', 'Hành tím', 'Ớt', 'Muối', 'Tiêu', 'Ớt khô']"
image001345,,no_anchor_dish,"food_items=['Đậu phụ chiên', 'Canh cá nấu chua', 'Cơm lứt', 'Rau sống']"
image001357,,no_anchor_dish,"food_items=['Bò lá lốt', 'Bún', 'Rau sống', 'Bánh tráng', 'Nước chấm', 'Đồ chua']"
image001373,dish_classification,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001373,flavor_profile,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001373,food_pairings,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001373,ingredients,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001373,dietary_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001373,cooking_technique,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001373,ingredient_category,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001373,origin_locality,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001373,allergen_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001391,ingredients,no_candidates,anchor_dish=Cá Rán; retrieved=1; filtered_rows=0; relations=[]
image001391,dietary_restrictions,no_candidates,anchor_dish=Cá Rán; retrieved=1; filtered_rows=0; relations=[]
image001391,flavor_profile,no_candidates,anchor_dish=Cá Rán; retrieved=1; filtered_rows=0; relations=[]
image001391,dish_classification,no_candidates,anchor_dish=Cá Rán; retrieved=1; filtered_rows=0; relations=[]
image001391,allergen_restrictions,no_candidates,anchor_dish=Cá Rán; retrieved=1; filtered_rows=0; relations=[]
image001391,ingredient_category,no_candidates,anchor_dish=Cá Rán; retrieved=1; filtered_rows=0; relations=[]
image001391,origin_locality,no_candidates,anchor_dish=Cá Rán; retrieved=1; filtered_rows=0; relations=[]
image001391,food_pairings,no_candidates,anchor_dish=Cá Rán; retrieved=1; filtered_rows=0; relations=[]
image001403,flavor_profile,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001403,origin_locality,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001403,dietary_restrictions,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001403,allergen_restrictions,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001403,ingredients,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001403,cooking_technique,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001403,ingredient_category,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001403,food_pairings,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001429,,no_anchor_dish,"food_items=['Bắp cải', 'Trứng sống', 'Hành lá', 'Tỏi', 'Nước tương']"
image001436,,no_anchor_dish,food_items=['Trứng hấp cá']
image001456,,no_anchor_dish,"food_items=['Bún', 'Thịt bò', 'Rau mùi']"
image001469,dish_classification,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image001469,origin_locality,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image001469,dietary_restrictions,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image001469,ingredient_category,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image001469,cooking_technique,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image001469,allergen_restrictions,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image001469,ingredients,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image001469,food_pairings,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image001469,flavor_profile,retrieve_empty,anchor_dish=Chả Trứng Hấp; top_k=8
image001470,,no_anchor_dish,food_items=['Bún tôm thịt']
image001485,,no_anchor_dish,"food_items=['Cơm trắng', 'Thịt nướng', 'Xà lách', 'Dưa leo', 'Cà chua', 'Đồ chua', 'Nước mắm']"
image001487,ingredients,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001487,cooking_technique,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001487,flavor_profile,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001487,allergen_restrictions,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001487,origin_locality,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001487,ingredient_category,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001487,dietary_restrictions,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001487,food_pairings,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001496,,no_anchor_dish,"food_items=['Cà chua bi', 'Ớt', 'Quất', 'Rau mầm', 'Hành phi', 'Tiêu hạt', 'Vừng', 'Măng tây', 'Cà rốt', 'Bí ngòi', 'Hoa bí', 'Cà chua']"
image001508,ingredients,retrieve_empty,anchor_dish=Chân Gà Sả Tắc; top_k=8
image001508,allergen_restrictions,retrieve_empty,anchor_dish=Chân Gà Sả Tắc; top_k=8
image001508,ingredient_category,retrieve_empty,anchor_dish=Chân Gà Sả Tắc; top_k=8
image001508,dietary_restrictions,retrieve_empty,anchor_dish=Chân Gà Sả Tắc; top_k=8
image001508,cooking_technique,retrieve_empty,anchor_dish=Chân Gà Sả Tắc; top_k=8
image001508,dish_classification,retrieve_empty,anchor_dish=Chân Gà Sả Tắc; top_k=8
image001508,origin_locality,retrieve_empty,anchor_dish=Chân Gà Sả Tắc; top_k=8
image001508,food_pairings,retrieve_empty,anchor_dish=Chân Gà Sả Tắc; top_k=8
image001508,flavor_profile,retrieve_empty,anchor_dish=Chân Gà Sả Tắc; top_k=8
image001514,dietary_restrictions,retrieve_empty,anchor_dish=Chim Bồ Câu Hầm Ngải Cứu; top_k=8
image001514,food_pairings,retrieve_empty,anchor_dish=Chim Bồ Câu Hầm Ngải Cứu; top_k=8
image001514,ingredient_category,retrieve_empty,anchor_dish=Chim Bồ Câu Hầm Ngải Cứu; top_k=8
image001514,cooking_technique,retrieve_empty,anchor_dish=Chim Bồ Câu Hầm Ngải Cứu; top_k=8
image001514,flavor_profile,retrieve_empty,anchor_dish=Chim Bồ Câu Hầm Ngải Cứu; top_k=8
image001514,ingredients,retrieve_empty,anchor_dish=Chim Bồ Câu Hầm Ngải Cứu; top_k=8
image001514,dish_classification,retrieve_empty,anchor_dish=Chim Bồ Câu Hầm Ngải Cứu; top_k=8
image001514,allergen_restrictions,retrieve_empty,anchor_dish=Chim Bồ Câu Hầm Ngải Cứu; top_k=8
image001514,origin_locality,retrieve_empty,anchor_dish=Chim Bồ Câu Hầm Ngải Cứu; top_k=8
image001544,allergen_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001544,ingredients,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001544,flavor_profile,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001544,origin_locality,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001544,dish_classification,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001544,ingredient_category,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001544,food_pairings,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001544,cooking_technique,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001544,dietary_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001546,allergen_restrictions,retrieve_empty,anchor_dish=Cá Chép Om Dưa; top_k=8
image001546,ingredients,retrieve_empty,anchor_dish=Cá Chép Om Dưa; top_k=8
image001546,food_pairings,retrieve_empty,anchor_dish=Cá Chép Om Dưa; top_k=8
image001546,dietary_restrictions,retrieve_empty,anchor_dish=Cá Chép Om Dưa; top_k=8
image001546,flavor_profile,retrieve_empty,anchor_dish=Cá Chép Om Dưa; top_k=8
image001546,ingredient_category,retrieve_empty,anchor_dish=Cá Chép Om Dưa; top_k=8
image001546,dish_classification,retrieve_empty,anchor_dish=Cá Chép Om Dưa; top_k=8
image001546,cooking_technique,retrieve_empty,anchor_dish=Cá Chép Om Dưa; top_k=8
image001546,origin_locality,retrieve_empty,anchor_dish=Cá Chép Om Dưa; top_k=8
image001549,flavor_profile,retrieve_empty,anchor_dish=Xôi; top_k=8
image001549,dietary_restrictions,retrieve_empty,anchor_dish=Xôi; top_k=8
image001549,cooking_technique,retrieve_empty,anchor_dish=Xôi; top_k=8
image001549,food_pairings,retrieve_empty,anchor_dish=Xôi; top_k=8
image001549,ingredients,retrieve_empty,anchor_dish=Xôi; top_k=8
image001549,allergen_restrictions,retrieve_empty,anchor_dish=Xôi; top_k=8
image001549,dish_classification,retrieve_empty,anchor_dish=Xôi; top_k=8
image001549,ingredient_category,retrieve_empty,anchor_dish=Xôi; top_k=8
image001549,origin_locality,retrieve_empty,anchor_dish=Xôi; top_k=8
image001563,flavor_profile,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001563,ingredients,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001563,food_pairings,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001563,cooking_technique,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001563,dish_classification,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001563,origin_locality,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001563,ingredient_category,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001563,allergen_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001563,dietary_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001571,dietary_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001571,cooking_technique,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001571,dish_classification,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001571,flavor_profile,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001571,food_pairings,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001571,ingredients,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001571,origin_locality,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001571,ingredient_category,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001571,allergen_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001573,,no_anchor_dish,"food_items=['Bún', 'Dồi sụn nướng', 'Canh măng', 'Tôm nướng', 'Chả Huế', 'Thanh long']"
image001581,dish_classification,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001581,origin_locality,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001581,ingredient_category,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001581,ingredients,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001581,dietary_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001581,allergen_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001581,cooking_technique,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001581,food_pairings,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001581,flavor_profile,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001587,dietary_restrictions,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001587,flavor_profile,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001587,allergen_restrictions,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001587,ingredients,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001587,food_pairings,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001587,origin_locality,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001587,dish_classification,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001587,ingredient_category,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001587,cooking_technique,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001595,ingredients,retrieve_empty,anchor_dish=Canh Sườn Khoai Tây; top_k=8
image001595,allergen_restrictions,retrieve_empty,anchor_dish=Canh Sườn Khoai Tây; top_k=8
image001595,cooking_technique,retrieve_empty,anchor_dish=Canh Sườn Khoai Tây; top_k=8
image001595,ingredient_category,retrieve_empty,anchor_dish=Canh Sườn Khoai Tây; top_k=8
image001595,dish_classification,retrieve_empty,anchor_dish=Canh Sườn Khoai Tây; top_k=8
image001595,flavor_profile,retrieve_empty,anchor_dish=Canh Sườn Khoai Tây; top_k=8
image001595,food_pairings,retrieve_empty,anchor_dish=Canh Sườn Khoai Tây; top_k=8
image001595,origin_locality,retrieve_empty,anchor_dish=Canh Sườn Khoai Tây; top_k=8
image001595,dietary_restrictions,retrieve_empty,anchor_dish=Canh Sườn Khoai Tây; top_k=8
image001624,,no_anchor_dish,"food_items=['Gà chiên khoai tây', 'Canh củ cải trắng thịt băm', 'Bí đao xào thịt', 'Cơm trắng']"
image001626,flavor_profile,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001626,ingredient_category,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001626,food_pairings,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001626,dietary_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001626,dish_classification,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001626,ingredients,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001626,origin_locality,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001626,cooking_technique,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001626,allergen_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001656,,no_anchor_dish,food_items=['Bò lúc lắc']
image001662,,no_anchor_dish,"food_items=['Cơm trắng', 'Canh măng mọc', 'Ngọn su su luộc', 'Thịt chân giò luộc', 'Cua đồng rang', 'Sấu ngâm', 'Nước chấm tỏi ớt', 'Quả nhãn']"
image001669,origin_locality,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001669,flavor_profile,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001669,dietary_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001669,allergen_restrictions,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001669,dish_classification,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001669,food_pairings,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001669,ingredient_category,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001669,ingredients,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001669,cooking_technique,retrieve_empty,anchor_dish=Tôm Rim; top_k=8
image001676,allergen_restrictions,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001676,food_pairings,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001676,ingredient_category,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001676,cooking_technique,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001676,ingredients,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001676,dietary_restrictions,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001676,dish_classification,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001676,flavor_profile,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001676,origin_locality,retrieve_empty,anchor_dish=Tôm Chiên Xù; top_k=8
image001681,,no_anchor_dish,"food_items=['Cá kèo kho khô', 'Canh cải thìa', 'Cơm trắng', 'Quả hồng', 'Nước mắm ớt']"
image001687,food_pairings,retrieve_empty,anchor_dish=Trứng Chiên Thái Sợi; top_k=8
image001687,dish_classification,retrieve_empty,anchor_dish=Trứng Chiên Thái Sợi; top_k=8
image001687,origin_locality,retrieve_empty,anchor_dish=Trứng Chiên Thái Sợi; top_k=8
image001687,cooking_technique,retrieve_empty,anchor_dish=Trứng Chiên Thái Sợi; top_k=8
image001687,ingredients,retrieve_empty,anchor_dish=Trứng Chiên Thái Sợi; top_k=8
image001687,ingredient_category,retrieve_empty,anchor_dish=Trứng Chiên Thái Sợi; top_k=8
image001687,allergen_restrictions,retrieve_empty,anchor_dish=Trứng Chiên Thái Sợi; top_k=8
image001687,flavor_profile,retrieve_empty,anchor_dish=Trứng Chiên Thái Sợi; top_k=8
image001687,dietary_restrictions,retrieve_empty,anchor_dish=Trứng Chiên Thái Sợi; top_k=8
image001688,,no_anchor_dish,"food_items=['Cải thảo cuộn thịt băm cà rốt', 'Canh nấm cải thảo', 'Táo', 'Đào', 'Cơm trắng']"
image001747,,no_anchor_dish,"food_items=['Canh dưa chua', 'Canh rau cải', 'Đỗ xanh xào thịt bò', 'Thịt chân giò luộc', 'Nước mắm tỏi ớt']"
image001756,cooking_technique,retrieve_empty,anchor_dish=Thịt Cuộn Nấm Kim Châm; top_k=8
image001756,dish_classification,retrieve_empty,anchor_dish=Thịt Cuộn Nấm Kim Châm; top_k=8
image001756,flavor_profile,retrieve_empty,anchor_dish=Thịt Cuộn Nấm Kim Châm; top_k=8
image001756,ingredient_category,retrieve_empty,anchor_dish=Thịt Cuộn Nấm Kim Châm; top_k=8
image001756,origin_locality,retrieve_empty,anchor_dish=Thịt Cuộn Nấm Kim Châm; top_k=8
image001756,dietary_restrictions,retrieve_empty,anchor_dish=Thịt Cuộn Nấm Kim Châm; top_k=8
image001756,food_pairings,retrieve_empty,anchor_dish=Thịt Cuộn Nấm Kim Châm; top_k=8
image001756,allergen_restrictions,retrieve_empty,anchor_dish=Thịt Cuộn Nấm Kim Châm; top_k=8
image001756,ingredients,retrieve_empty,anchor_dish=Thịt Cuộn Nấm Kim Châm; top_k=8
image001758,dish_classification,retrieve_empty,anchor_dish=Tôm Cuộn Khoai Tây Chiên; top_k=8
image001758,food_pairings,retrieve_empty,anchor_dish=Tôm Cuộn Khoai Tây Chiên; top_k=8
image001758,allergen_restrictions,retrieve_empty,anchor_dish=Tôm Cuộn Khoai Tây Chiên; top_k=8
image001758,ingredient_category,retrieve_empty,anchor_dish=Tôm Cuộn Khoai Tây Chiên; top_k=8
image001758,flavor_profile,retrieve_empty,anchor_dish=Tôm Cuộn Khoai Tây Chiên; top_k=8
image001758,dietary_restrictions,retrieve_empty,anchor_dish=Tôm Cuộn Khoai Tây Chiên; top_k=8
image001758,ingredients,retrieve_empty,anchor_dish=Tôm Cuộn Khoai Tây Chiên; top_k=8
image001758,origin_locality,retrieve_empty,anchor_dish=Tôm Cuộn Khoai Tây Chiên; top_k=8
image001758,cooking_technique,retrieve_empty,anchor_dish=Tôm Cuộn Khoai Tây Chiên; top_k=8
image001761,origin_locality,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001761,cooking_technique,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001761,allergen_restrictions,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001761,food_pairings,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001761,ingredients,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001761,flavor_profile,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001761,ingredient_category,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001761,dietary_restrictions,no_candidates,anchor_dish=Cơm Niêu; retrieved=1; filtered_rows=0; relations=[]
image001763,dietary_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001763,ingredients,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001763,allergen_restrictions,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001763,dish_classification,retrieve_empty,anchor_dish=Cá Kho; top_k=8
image001763,ingredient_category,retrieve_empty,anchor_dish=Cá Kho; top_k=8
